Zone,Districts,Altitude (m),Annual rainfall (mm),Crops grown,Recommended Crops,Vegitables,Floriculture
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Erode,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Coimbatore,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
